bound	بستہ
imposing_upon	پرتارک
imposition	الٹ پلٹ
imposition	غبن
impossibility	نامیسری
impossible	غیر ممکن
impossible	ناشدنی
impossible	ناممکن
impossible_or_absurd_hypothesis.	فرض محال
impost	باج
impost	خراج
impostor	حیلہ باز
impostor	فریب ساز
impostor	ٹھگ
imposture	دغا
imposture	زرق
imposture	عیاری
impotence	عجز
impotence	ناتوانائی
impotence	ناتوانی
impotence	ناچاری
impotent	ابل
impotent	طہارت جسمی
impotent	ناتواں
impotent	ٹھنڈا
impotent.	ڈھیلا
impotent_man	کھٹائی کھانا
impracticable	اوبڑ
impracticable	غیر ممکن
impracticable	ناشدنی
imprecating	لعن
imprecation	بد دعا
imprecation	شکریہ
imprecation	لعنت
imprecation	گالی
impress	اثر
impressed	انطباع
impressed_on	دل نشین
impression	اثر
impression	انطباع
impression	نشان
impression	نشانہ
impression	ٹھپا
impressions	آثار
impressions	مراسم
imprison	باندھنا
imprisoned	زندانی
imprisoning	تسخیر
imprisonment	اسیری
imprisonment	باندھ
imprisonment	توکیل
imprisonment	حبس
imprisonment	گرفتاری
improbable	نامعقول
impromptu	بدیہی
improper	غیر مناسب
improper	غیر واجب
improper	ناسزا
improper	ناسزاوار
improper	ناشائستہ
improper	نالائق
improper	نامناسب
improper	ناواجب
improper	ناہموار
improper.	نامعقول
improper_conduct	الٹی چال
improper_or_bad_action	حرکت
improper_or_indecent_speech.	خرافت
improperly	ناحق
impropriety	ناشائستگی
impropriety	نالائق پن
impropriety	ناہنجاری
impropriety.	نالائقی
improve	سجنا
improve	سنوارنا
improved	آراستہ
improvement	اصلاح
improvement	تردد
improvement	ترقی
improvement.	اندمال
improvident	الیل
improvident	ناعاقبت اندیش
improvident	کوتاہ اندیش
imprudent	الیل
imprudent	غافل
imprudent	کوتاہ اندیش
impudence_abuse	زبان درازی
impudent	بد فعل
impudent	ٹرانا
impudent	ڈھیٹ
impudent	گستاخ
impudent_or_shameless_fellow	رذالہ
impulsive	گرم خون
impure	اشدھ
impure	ناصاف
impure	ناپاک
impure	نجس
impure	کثیف
impurity	آلودگی
impurity	خباثت
impurity	رج
impurity	رجس
impurity	ناصافی
impurity	ناپاکی
impurity	نجاست
impurity	کثافت
impurity	کدورت
impurity	کھٹ
imputation	احتمال
in	ب
in	بر
in	در
in	پہ
in-	غیر
in-	لا
in-eradicable	پتھر کی لکیر
in_a_bad_situation	خستہ حال
in_a_body	ایک ساتھ
in_a_childish_manner	بچگانہ
in_a_confused_mass	غٹ پٹ
in_a_court	کچہری
in_a_foreign_land	غریب الوطن
in_a_future_state	پرتر
in_a_good_manner	بخوبی
in_a_good_state	بحالی
in_a_limited_degree	قدرے
in_a_manner	بطور
in_a_moment	ایک دم
in_a_muddle	گڑبڑ
in_a_proper_manner	قرار واقعی
in_a_whisper	زیر لب
in_a_word	الغرض
in_a_word	القصہ
in_a_word	بات کی بات میں
in_abundance	بکثرت
in_accessible	اوبڑ
in_accordance	بحسب
in_act	عملاً
in_active	دھیر
in_actual_use	پرچار
in_addition_to_this	علاوہ بریں
in_advertence	پرماد
in_almanacs	د
in_an_instant	بات کی بات میں
in_an_undertone	زیر لب
in_another_place	پرتر
in_another_world	پرتر
in_appearance	بظاہر
in_arrears	باقی جمع
in_as_much_as.	کیونکہ
in_bad_circumstances	خستہ حال
in_brief	فی الجملہ
in_broad_daylight	دن دوپہر
in_broad_daylight	دن دہاڑے
in_capable	ادھورا
in_case	مگر
in_charge	انچارج
in_close_connection	لگا لپٹا
in_close_embrace.	غٹ پٹ
in_common	آپس میں
in_communication_with	اتفاق سے
in_comparison	اپیکشا
in_concert	آپس میں
in_conformity_with_precedent	باضابطہ
in_confusion	گڑبڑ
in_conjunction_with	اتفاق سے
in_considerate	ابچاری
in_consideration	باعتبار
in_consideration	بلحاظ
in_convenience	تکلف
in_cumbrance	بوجھ
in_debt	قرض دار
in_debt	قرض داری
in_despair	نا امیدانہ
in_detail	تفصیل وار
in_detail	تفصیلاً
in_difficulties	بتنگ
in_disguise	در پردہ
in_disguise	روپ دھاری
in_disorder	ابتر
in_dispute	متنازع
in_distress	ضعیف حال
in_easy_circumstance	آسودہ
in_easy_circumstances	فارغ البال
in_easy_circumstances	کھاتا پیتا
in_effect	فی الجملہ
in_effect	فی الحقیقت
in_every_vein	رگ رگ
in_excess	افزود
in_excess	زائد
in_expedient	ناشائستہ
in_experience	خامی
in_experienced	نادیدہ
in_experienced_youth	صاحب زادہ
in_fact	عملاً
in_fact	فی الحقیقت
in_fact	فی الواقع
in_fallibility	یقین
in_fine	الغرض
in_flaming	تحریص
in_four_parts	چار پارا
in_front	درپیش
in_front	رو برو
in_full_foliage	سبز پوش
in_full_vigour	تیار
in_future	آئندہ کو
in_good_condition	خیرخواہی
in_good_health	بحال
in_good_health	راضی
in_good_spirits	بشاش
in_good_time	سویر
in_habitant	رہاس
in_habited_place	بستی
in_hand	بدست
in_hand	روبکار
in_harmoniousness	نا اتفاقی
in_haste	دوڑ
in_hiding	روپوش
in_hindi	ماش
in_india	بھنڈی
in_india	بھینڈی
in_india	تربوز
in_joke	طنزاً
in_lien	بعوض
in_lieu_of	بجائے
in_lieu_of	عن
in_loco	بمنزلہ
in_love	عاشقی
in_love.	دل بستہ
in_mourning	سوگوار
in_mourning	عزادار
in_mystical_words	ناد
in_office	بحال
in_one_breath	ایک دم
in_one_piece	ایک ڈال
in_ones_power	اختیاری
in_open_day.	دن دوپہر
in_open_day.	دن دہاڑے
in_operative	غیر نافذہ
in_opposition	بخلاف
in_opposition	بپریت
in_opposition	خلاف
in_order	باقرینہ
in_order	تا
in_order	قرینے سے
in_order	ٹھیک
in_order_that	حتی
in_other_words	بالفاظ دیگر
in_pain	زحمتی
in_pain_or_distress	دکھی
in_pain_or_distress	دکھیارا
in_papers	پڑیا
in_part	جزوی
in_peace_and_safety	بخیر
in_perfection	بخوبی
in_perpetuity	دائمی
in_person	بذاتہ
in_place	بجائے
in_place	بر محل
in_place	بعوض
in_possession	دخیل
in_private	در پردہ
in_process_of_time	رفتہ رفتہ
in_proper_form	ڈھب کا
in_prosecution	در پے
in_pursuit_or_guest	در پے
in_reality	حقیقتاً
in_reality	سچ مچ
in_reality	فی الحقیقت
in_reference_(to	اپیکشا
in_requisition	درکار
in_respect	باعتبار
in_respect	بلحاظ
in_respect_)	اپیکشا
in_safety	بخیر
in_safety	بخیر و خوبی
in_safety	خیرخواہی
in_safety	سلامت
in_short	الغرض
in_short	القصہ
in_some_measure	قدرے
in_spite	علی الرغم
in_spite_of	باوجود
in_spite_of	باوجودیکہ
in_spite_of	باوصف
in_status_quo	بحال
in_status_quo	بحالی
in_straits	بتنگ
in_subjection_to_another	ابس
in_such_a_manner	تا
in_such_a_way	بحسب
in_sufficiently_salted	الون
in_sundry_laces	کہیں کہیں
in_that	کیونکہ
in_that_case	تدھاں
in_the_absence	پیچھے
in_the_afternoon	دن ڈھلے
in_the_beginning	ابتداءً
in_the_first_place	ابتداءً
in_the_footsteps	در پے
in_the_footsteps	قدم با قدم
in_the_former_state	بحال
in_the_mass	ایک لخت
in_the_meantime	اس میں
in_the_middle	متوسط
in_the_morning	علی الرغم
in_the_name	بنام
in_the_place	بمنزلہ
in_the_place_which	جہاں
in_the_presence	رو برو
in_the_presence_of	بالمشافہ
in_the_presence_of	بالمقابل
in_the_proportion	بحسب
in_the_rear	پیچھے
in_the_reign	عہد حکومت
in_the_second_place	ثانیاً
in_this	اس میں
in_totality	جزو کل
in_truth	حقیقتاً
in_truth	سچ مچ
in_turn	باری باری
in_two_pieces	دوپارہ
in_two_pieces	دوپرہ
in_vain	رائگاں
in_vain	ناحق
in_various_colours	جنگلا
in_virtue	باعتبار
in_vogue	پرچلت
in_want	ضرورت مند
in_want	مرادونتی
in_want_or_adversity	فاقہ مستی
in_welfare	بخیر
in_what_manner?	کیونکر
in_what_way?	کیونکر
in_whatsoever_manner	کیساہی
in_work_or_service	بحال
in_wretched_circumstances	ضعیف حال
in_writing	تحریری
inability	لاچاری
inability	ناتوانائی
inability	ناتوانی
inability	نارسائی
inability_to_obtain	نامیسری
inaccessible_goddess	درگا
inaccuracy	قصور
inaccuracy	پرماد
inaccurate	اشدھ
inaccurate	غلط
inactive	آلسی
inactive	آلکسی
inactive	اچنچل
inactive	دھیمی
inactive	ٹھنڈا
inactivity	آلکس
inadaptability	ناسازگاری
inadmissible	ناروا
inadmissible	نامنظور
inadvertent	غافل
inadvertent	غبی
inadvertently	سہواً
inanimate	جڑ
inappropriate	غیر مشخص
inappropriate	غیر مقبوضہ
inarticulate	زیر لب
inarticulately	زیر لب
inattention	اہمال
inattention	مچ
inattention	پرماد
inattention_to_advice	حرف ناشنوی
inattentive	غافل
inattentive	ڈھیلا
inattentive_to_health.	نا پرہیزگار
inattentive_to_the_future.	ناعاقبت اندیش
inauspicious	بد
inauspicious	کالی زبان
inauspiciousness	نحوست
inborn	پیدائشی
inborn_talent	ذاتی جوہر
incalculable	اتول
incapable	نا اہل
incapable	نارسا
incapable	ناقابل
incapable_of_answering	لاجواب
incapable_person.	نا اہل
incapacity	لاچاری
incapacity	نارسائی
incapacity	نالائق پن
incapacity	نالائقی
incautious	نا پرہیزگار
incense	داخلی تاثر
incense	پالنکی
incense	پنڈک
incentive	باعث
incentive	بعث
incentive	ترغیب
incese	پنیاک
incessant	لگا تار
incessantly	آناً فاناً
incessantly	دن رات
inchoate_state_or_condition	پرکرتنا
incident	حادثہ
incident	رو داد
incident	سانحہ
incident	واقعہ
incidental.	اتفاقی
incidentally	اتفاق سے
incidents	سوانح
incidents_of__life	سوانح حیات
incidents_of__life	سوانح عمری
incidious	پرتارک
incipient_beard	سبزہ
incite	ابھارنا
incite	اکسانا
incite	پڑھانا
incitement	تحریک
incitement	ترغیب
inciter_of_affection	رنجک
inciting	تحریص
incivility	رکھاوٹ
inclination	ارادہ
inclination	ارمان
inclination	توجہ
inclination	خواہش
inclination	دھن
inclination	رجحان
inclination	شوق
inclination	عطف
inclination	قصد
inclination	من
inclination	نیاز
inclination	پروا
inclination	چاہ
inclination_to_cry	رواس
inclination_to_favour	مرحمت
incline	جھکنا
inclined	چسپیدہ
inclined	ڈھلوان
inclining	ڈھلک
included	داخل
included	داخلی
included	درمیانی
included	شامل
included	مجموع
including	حاوی
including	درج
including	شامل
inclusion	داخل
inclusive	داخلی
inclusive	شامل
inclusive_of	سمیت
income	آمد
income	دخل
income	درآمد
income	ماحصل
income	نکاس
income	پیدا
income	پیدا آوری
income	پیداوار
income	چھرا
income_from_taxes	محصول آمدنی
income_from_taxes	محصول کی آمدنی
income_tax_department	محکمۂ استخبارات
incomparable	فرد
incomparable	فرید
incomparableness	یگانگت
incompetent	نالائق
incomplete	ادھورا
incomplete	ناتمام
incompleteness	ناتمامی
inconsiderate	ناعاقبت اندیش
inconsiderate	ناپروا
inconsistency	تضاد
inconsistent	نامطابق
inconsistent	نامناسب
inconstancy	ناپائیداری
inconstant	رنگ آمیز
inconstant	فانی
inconstant	ناپائدار
inconstant	چلاؤ
inconstant	چکورا
incontinence	نا پرہیزگاری
incontinence	چکنائی
incontinent	نا پرہیزگار
incontinent_person	چکنا باسن
incontrovertible	محکم
inconvenience	آلائش
inconvenience	رنج
inconvenience	قباحت
inconvenience	کسر
inconvenience	کشٹ
inconvenience	کلفت
inconvenient	نالائق
incorporation	ضمیمہ
incorporeal	مجرد
incorrect	اشدھ
incorrect	غلط
incorrectness	نادرستی
incorrigible_person	چکنا باسن
incosiderate	الیل
increase	ازدیاد
increase	بالیدگی
increase	باڑھ
increase	بدھائی
increase	برکت
increase	بڑھائے
increase	بڑھوتری
increase	ترقی
increase	زیادتی
increase	فضل
increase	مزید
increase	نمو
increased	بالیدہ
increased_by_one-fourth	سوا
increasing	فزوں
increasing	نمو
increasing_delight	فرحت افزا
increasing_the_spirits	روح افزا
incredible.	نامعتبر
incredible_report	بازاری گپ
increment	بڑھوتری
incrustation	پپڑی
incrusted	اندود
incumbent	فرضی
incumbent	واجب
indebted	قرض دار
indebtedness	قرض داری
indecency	ناشائستگی
indecent	بد فعل
indecent	فاحش
indecent	ناسزا
indecent	ناسزاوار
indecent	ناشائستہ
indecent	نامناسب
indecent	گندہ
indecent_of_speech	بدزبان
indecent_talker	پھکوڑیا
indecision	تردد
indeclinable_word	حرف
indecorous	ناشائستہ
indeed	تحقیق
indeed	سچ مچ
indeed	عملاً
indeed	فی الحقیقت
indeed	فی الواقع
indeed.	فی الحقیقت
indefinite	غیر متعین
indefinite	غیر مشخص
indefinite	مطلق
indefinite_noun	نکرہ
indemnity	امان
indent	انڈنٹ
independence	آزادی
independent	خود سر
independent	سانڈ
independent	غنی
independent	قطع نظر
independent	مختار
independent	ناپروا
independent_person	غنی
independent_ruler	خدیو
independently	بذاتہ
independently_of_this	علاوہ بریں
indeterminate_article	حرف تنکیر
index	اشاریہ
index	انڈیکس
index	دال
index	علامت
index	فہرست مقدمات
index	نشان
index	نمود
index_finger	شہادت کی انگلی
index_finger	پردیشنی
india_proper	بھارت کھنڈ
indian	انڈین
indian	ہندو
indian	ہندی
indian_civil_service	انڈین سول سروس
indian_empire	انڈین امپائر
indian_fig-tree	بر
indian_national_congress	انڈین نیشنل کانگرس
indian_penal_code	انڈین پینل کوڈ
indian_spikenard	سنیاس
indication	آمادگی
indication	دال
indication	دلالت
indication	رمز
indication	علامت
indication	لچھن
indicative	دال
indicator	دال
indifference	براگ
indifference	رکھاوٹ
indifference	لاابالی
indifferent	ابھگت
indifferent	اداس
indifferent	الیل
indifferent	دل برداشتہ
indifferent	راسی
indigence	سختی
indigence	نامیسری
indigence	نیاز
indigence	کم مایگی
indigent	حاجت مند
indigent	درویش
indigent	دکھی
